transaction_id,user_id,date,category,amount,payment_method,merchant,description
txn_8427731,user_1,2023-02-14,Utilities,-496.22,Transfer,School,Utilities payment at School
txn_5505538,user_14,2023-04-07,Rent,-253.53,Credit Card,Netflix,Rent payment at Netflix
txn_6413569,user_14,2023-09-12,Transport,-48.55,Cash,Uber,Transport payment at Uber
txn_5505763,user_4,2024-02-08,Healthcare,-212.18,Debit Card,Uber,Healthcare payment at Uber
txn_4706689,user_9,2023-07-17,Healthcare,-460.56,Cash,Amazon,Healthcare payment at Amazon
txn_8580535,user_10,2024-11-28,Education,-376.52,Debit Card,Netflix,Education payment at Netflix
txn_5993575,user_18,2023-01-11,Utilities,-223.58,Credit Card,School,Utilities payment at School
txn_3171453,user_2,2023-12-26,Interest,3695.9,Debit Card,Starbucks,Interest payment at Starbucks
txn_8815768,user_9,2024-11-30,Transport,-343.05,Credit Card,Starbucks,Transport payment at Starbucks
txn_8954111,user_14,2023-07-05,Transport,-73.4,Cash,Netflix,Transport payment at Netflix
txn_7523474,user_8,2024-08-10,Education,-94.92,Transfer,Landlord,Education payment at Landlord
txn_3331358,user_17,2023-01-04,Salary,3985.39,Transfer,School,Salary payment at School
txn_3483712,user_10,2024-09-22,Education,-124.16,Transfer,Uber,Education payment at Uber
txn_9615560,user_9,2024-06-06,Savings Transfer,-80.48,Debit Card,Local Grocery,Savings Transfer payment at Local Grocery
txn_7456248,user_2,2024-09-01,Healthcare,-29.35,Cash,Local Grocery,Healthcare payment at Local Grocery
txn_8388659,user_11,2024-12-18,Healthcare,-290.43,Credit Card,Hospital,Healthcare payment at Hospital
txn_2898870,user_11,2024-06-08,Healthcare,-477.55,Cash,Starbucks,Healthcare payment at Starbucks
txn_1538480,user_16,2023-03-17,Salary,2333.68,Debit Card,Hospital,Salary payment at Hospital
txn_6178829,user_19,2023-06-24,Entertainment,-251.29,Cash,Uber,Entertainment payment at Uber
txn_6276764,user_2,2023-08-27,Transport,-373.05,Debit Card,Uber,Transport payment at Uber
txn_9487787,user_17,2024-11-16,Education,-202.8,Credit Card,Walmart,Education payment at Walmart
txn_5291686,user_20,2024-05-31,Dining,-411.08,Transfer,Starbucks,Dining payment at Starbucks
txn_2806524,user_15,2024-02-07,Groceries,-141.5,Credit Card,Netflix,Groceries payment at Netflix
txn_9337493,user_8,2024-04-29,Savings Transfer,-240.98,Credit Card,Starbucks,Savings Transfer payment at Starbucks
txn_1246064,user_13,2023-07-13,Dining,-484.79,Transfer,Uber,Dining payment at Uber
txn_5857778,user_14,2024-12-04,Entertainment,-279.4,Cash,Walmart,Entertainment payment at Walmart
txn_8337172,user_13,2024-09-10,Entertainment,-457.51,Cash,Starbucks,Entertainment payment at Starbucks
txn_3349913,user_20,2023-09-13,Education,-271.35,Credit Card,Electric Company,Education payment at Electric Company
txn_2388662,user_10,2023-07-10,Salary,4544.05,Debit Card,Electric Company,Salary payment at Electric Company
txn_6906206,user_2,2024-08-26,Utilities,-144.45,Cash,Local Grocery,Utilities payment at Local Grocery
txn_6580386,user_17,2024-05-19,Transport,-150.7,Credit Card,Amazon,Transport payment at Amazon
txn_4411185,user_16,2024-04-05,Groceries,-257.92,Debit Card,Electric Company,Groceries payment at Electric Company
txn_4347451,user_14,2024-09-17,Education,-354.15,Transfer,Hospital,Education payment at Hospital
txn_9980661,user_13,2023-04-16,Entertainment,-84.09,Debit Card,Uber,Entertainment payment at Uber
txn_6144252,user_14,2024-09-13,Groceries,-307.6,Cash,Starbucks,Groceries payment at Starbucks
txn_1669476,user_10,2024-01-18,Healthcare,-451.64,Transfer,Amazon,Healthcare payment at Amazon
txn_9113226,user_1,2024-04-29,Rent,-87.31,Transfer,Hospital,Rent payment at Hospital
txn_5511588,user_12,2023-08-04,Interest,4631.43,Debit Card,Electric Company,Interest payment at Electric Company
txn_7626729,user_7,2024-03-14,Entertainment,-47.97,Credit Card,Hospital,Entertainment payment at Hospital
txn_3612125,user_7,2023-02-02,Dining,-480.71,Transfer,Walmart,Dining payment at Walmart
txn_1660178,user_3,2024-07-24,Healthcare,-39.43,Debit Card,Local Grocery,Healthcare payment at Local Grocery
txn_6653935,user_4,2023-04-20,Education,-150.3,Credit Card,Walmart,Education payment at Walmart
txn_6419788,user_6,2024-01-10,Savings Transfer,-180.29,Credit Card,School,Savings Transfer payment at School
txn_9898220,user_11,2023-09-21,Education,-47.83,Credit Card,Amazon,Education payment at Amazon
txn_2159725,user_8,2024-12-29,Healthcare,-17.8,Debit Card,School,Healthcare payment at School
txn_5433249,user_5,2024-09-28,Utilities,-388.6,Cash,Amazon,Utilities payment at Amazon
txn_1502767,user_7,2024-09-26,Education,-153.03,Credit Card,Electric Company,Education payment at Electric Company
txn_8341692,user_13,2023-08-07,Rent,-184.26,Debit Card,Netflix,Rent payment at Netflix
txn_2129583,user_19,2024-06-23,Education,-247.18,Credit Card,Uber,Education payment at Uber
txn_9482561,user_14,2023-09-05,Savings Transfer,-424.19,Debit Card,Landlord,Savings Transfer payment at Landlord
txn_7287321,user_2,2024-06-30,Transport,-200.67,Cash,Starbucks,Transport payment at Starbucks
txn_3195874,user_19,2024-03-27,Groceries,-413.79,Cash,Landlord,Groceries payment at Landlord
txn_5185460,user_12,2024-12-09,Interest,4453.51,Cash,Walmart,Interest payment at Walmart
txn_8507861,user_16,2023-08-24,Groceries,-36.02,Debit Card,Starbucks,Groceries payment at Starbucks
txn_2219994,user_7,2023-10-01,Entertainment,-465.32,Debit Card,Walmart,Entertainment payment at Walmart
txn_6347000,user_9,2023-01-10,Groceries,-204.63,Credit Card,Electric Company,Groceries payment at Electric Company
txn_8226119,user_1,2024-06-24,Dining,-226.27,Cash,Netflix,Dining payment at Netflix
txn_4476139,user_11,2024-07-01,Groceries,-476.94,Transfer,Electric Company,Groceries payment at Electric Company
txn_9705318,user_18,2023-11-09,Education,-228.94,Debit Card,School,Education payment at School
txn_4877466,user_14,2024-03-30,Dining,-287.38,Transfer,School,Dining payment at School
txn_6325373,user_18,2023-05-25,Bonus,4711.68,Cash,Amazon,Bonus payment at Amazon
txn_8087934,user_3,2024-01-02,Education,-364.8,Cash,Amazon,Education payment at Amazon
txn_7366689,user_3,2023-10-28,Dining,-363.53,Cash,Starbucks,Dining payment at Starbucks
txn_7993653,user_17,2023-04-28,Groceries,-160.14,Credit Card,Electric Company,Groceries payment at Electric Company
txn_6189911,user_18,2023-03-10,Dining,-236.3,Transfer,Amazon,Dining payment at Amazon
txn_4274363,user_8,2023-03-14,Transport,-288.26,Credit Card,Starbucks,Transport payment at Starbucks
txn_9232909,user_14,2024-12-28,Savings Transfer,-207.11,Credit Card,Walmart,Savings Transfer payment at Walmart
txn_3301771,user_2,2023-08-09,Healthcare,-369.27,Transfer,School,Healthcare payment at School
txn_3579847,user_18,2023-11-16,Rent,-124.03,Debit Card,Electric Company,Rent payment at Electric Company
txn_8770202,user_6,2023-03-28,Savings Transfer,-318.45,Credit Card,School,Savings Transfer payment at School
txn_3847307,user_2,2023-07-01,Utilities,-385.3,Cash,Hospital,Utilities payment at Hospital
txn_5983501,user_19,2024-09-23,Groceries,-84.62,Transfer,Netflix,Groceries payment at Netflix
txn_2656730,user_17,2024-05-03,Healthcare,-7.94,Credit Card,Netflix,Healthcare payment at Netflix
txn_5770030,user_6,2024-07-23,Rent,-94.94,Credit Card,Landlord,Rent payment at Landlord
txn_1620805,user_5,2023-08-01,Groceries,-439.49,Credit Card,Local Grocery,Groceries payment at Local Grocery
txn_1029522,user_4,2023-05-11,Education,-265.45,Cash,Netflix,Education payment at Netflix
txn_1039802,user_14,2023-11-22,Savings Transfer,-294.52,Cash,Netflix,Savings Transfer payment at Netflix
txn_6974273,user_6,2023-02-17,Savings Transfer,-188.84,Transfer,Hospital,Savings Transfer payment at Hospital
txn_9792611,user_18,2023-11-02,Transport,-196.84,Credit Card,Electric Company,Transport payment at Electric Company
txn_8130762,user_19,2023-11-08,Rent,-364.59,Debit Card,Amazon,Rent payment at Amazon
txn_9563859,user_15,2023-03-25,Transport,-134.41,Credit Card,Electric Company,Transport payment at Electric Company
txn_9834693,user_14,2024-01-21,Education,-174.93,Transfer,Amazon,Education payment at Amazon
txn_9783859,user_20,2024-10-13,Utilities,-185.21,Cash,Electric Company,Utilities payment at Electric Company
txn_8679085,user_20,2024-03-29,Rent,-32.88,Credit Card,Walmart,Rent payment at Walmart
txn_9946851,user_8,2024-02-07,Salary,3031.53,Transfer,Netflix,Salary payment at Netflix
txn_7303409,user_20,2024-10-01,Groceries,-171.31,Debit Card,Amazon,Groceries payment at Amazon
txn_1086508,user_10,2024-06-19,Healthcare,-128.66,Cash,Netflix,Healthcare payment at Netflix
txn_9471739,user_18,2024-06-28,Rent,-226.62,Cash,Netflix,Rent payment at Netflix
txn_9008408,user_3,2023-06-11,Healthcare,-67.09,Credit Card,Netflix,Healthcare payment at Netflix
txn_4720164,user_15,2024-08-20,Interest,3139.12,Debit Card,Netflix,Interest payment at Netflix
txn_4697722,user_3,2024-07-14,Rent,-385.43,Credit Card,Amazon,Rent payment at Amazon
txn_1353530,user_5,2024-04-21,Utilities,-434.76,Debit Card,Uber,Utilities payment at Uber
txn_2915429,user_6,2024-04-13,Healthcare,-468.99,Transfer,Hospital,Healthcare payment at Hospital
txn_7160935,user_2,2024-01-08,Transport,-79.55,Credit Card,Electric Company,Transport payment at Electric Company
txn_4167652,user_1,2024-05-21,Transport,-121.02,Credit Card,Landlord,Transport payment at Landlord
txn_5549734,user_4,2023-11-29,Savings Transfer,-480.21,Cash,School,Savings Transfer payment at School
txn_6716760,user_11,2024-12-10,Salary,1698.17,Debit Card,Netflix,Salary payment at Netflix
txn_2054606,user_4,2024-09-11,Transport,-183.18,Cash,Netflix,Transport payment at Netflix
txn_8632772,user_10,2023-11-13,Dining,-423.85,Debit Card,Amazon,Dining payment at Amazon
txn_1112840,user_10,2024-03-23,Savings Transfer,-454.77,Cash,Local Grocery,Savings Transfer payment at Local Grocery
txn_5125238,user_6,2023-10-27,Dining,-379.89,Cash,Landlord,Dining payment at Landlord
txn_5215785,user_4,2023-05-17,Rent,-196.99,Cash,School,Rent payment at School
txn_7864482,user_12,2023-09-03,Salary,2900.59,Cash,Local Grocery,Salary payment at Local Grocery
txn_6321860,user_3,2023-02-22,Rent,-149.68,Transfer,Starbucks,Rent payment at Starbucks
txn_2510863,user_6,2023-01-12,Savings Transfer,-174.71,Cash,Landlord,Savings Transfer payment at Landlord
txn_4168349,user_16,2023-11-28,Dining,-301.97,Debit Card,Uber,Dining payment at Uber
txn_8541114,user_16,2023-07-13,Dining,-346.13,Transfer,Walmart,Dining payment at Walmart
txn_6094241,user_2,2023-10-05,Utilities,-341.21,Credit Card,School,Utilities payment at School
txn_2799283,user_2,2023-05-06,Education,-57.25,Credit Card,Uber,Education payment at Uber
txn_5119804,user_2,2024-04-28,Utilities,-162.85,Transfer,School,Utilities payment at School
txn_8211155,user_17,2024-01-23,Rent,-230.72,Credit Card,Netflix,Rent payment at Netflix
txn_5577281,user_4,2024-11-02,Groceries,-377.98,Transfer,Landlord,Groceries payment at Landlord
txn_8403976,user_4,2023-10-24,Transport,-231.2,Credit Card,Electric Company,Transport payment at Electric Company
txn_4793618,user_9,2024-03-15,Utilities,-300.79,Credit Card,School,Utilities payment at School
txn_2199584,user_18,2024-02-17,Entertainment,-352.07,Transfer,Hospital,Entertainment payment at Hospital
txn_9973995,user_12,2024-03-10,Savings Transfer,-18.06,Credit Card,Hospital,Savings Transfer payment at Hospital
txn_3841478,user_14,2023-08-15,Salary,4696.86,Debit Card,Electric Company,Salary payment at Electric Company
txn_8762472,user_10,2024-06-29,Groceries,-186.47,Cash,Local Grocery,Groceries payment at Local Grocery
txn_8070122,user_10,2024-03-09,Groceries,-496.61,Debit Card,School,Groceries payment at School
txn_2991624,user_15,2023-01-08,Savings Transfer,-466.92,Transfer,School,Savings Transfer payment at School
txn_1908875,user_3,2024-10-29,Utilities,-61.17,Transfer,Netflix,Utilities payment at Netflix
txn_3358896,user_8,2024-03-12,Education,-238.03,Transfer,Uber,Education payment at Uber
txn_8864451,user_4,2023-04-29,Rent,-478.2,Cash,Starbucks,Rent payment at Starbucks
txn_2145991,user_11,2024-02-25,Rent,-36.07,Transfer,Landlord,Rent payment at Landlord
txn_4168347,user_3,2024-07-23,Groceries,-66.71,Debit Card,Starbucks,Groceries payment at Starbucks
txn_5183725,user_6,2024-12-21,Rent,-413.94,Credit Card,School,Rent payment at School
txn_6238883,user_13,2023-10-25,Utilities,-437.68,Cash,School,Utilities payment at School
txn_3857000,user_12,2024-04-11,Healthcare,-74.96,Cash,Hospital,Healthcare payment at Hospital
txn_5039878,user_3,2024-10-01,Utilities,-47.44,Cash,Uber,Utilities payment at Uber
txn_2457448,user_10,2024-10-11,Bonus,4258.16,Debit Card,Starbucks,Bonus payment at Starbucks
txn_9965352,user_2,2024-03-01,Groceries,-209.04,Credit Card,School,Groceries payment at School
txn_1160951,user_10,2023-12-03,Transport,-330.59,Debit Card,Hospital,Transport payment at Hospital
txn_1309372,user_12,2023-09-16,Healthcare,-270.49,Credit Card,Starbucks,Healthcare payment at Starbucks
txn_3785506,user_10,2023-06-20,Dining,-354.59,Cash,Landlord,Dining payment at Landlord
txn_5017591,user_10,2024-08-21,Healthcare,-150.73,Debit Card,Starbucks,Healthcare payment at Starbucks
txn_7575061,user_2,2023-10-23,Savings Transfer,-64.18,Transfer,Uber,Savings Transfer payment at Uber
txn_5776023,user_17,2023-08-16,Dining,-168.11,Debit Card,Hospital,Dining payment at Hospital
txn_9644547,user_12,2024-12-25,Transport,-299.4,Debit Card,Netflix,Transport payment at Netflix
txn_8297658,user_8,2023-01-31,Savings Transfer,-206.35,Cash,Walmart,Savings Transfer payment at Walmart
txn_8046751,user_18,2024-03-14,Utilities,-328.84,Credit Card,Starbucks,Utilities payment at Starbucks
txn_1030923,user_2,2023-12-11,Transport,-49.5,Debit Card,Hospital,Transport payment at Hospital
txn_9621128,user_17,2023-01-06,Bonus,1392.14,Credit Card,Electric Company,Bonus payment at Electric Company
txn_4329927,user_20,2023-10-22,Savings Transfer,-238.13,Transfer,Walmart,Savings Transfer payment at Walmart
txn_8918544,user_2,2024-01-14,Entertainment,-9.4,Cash,Electric Company,Entertainment payment at Electric Company
txn_6265087,user_15,2024-04-15,Transport,-381.89,Cash,Starbucks,Transport payment at Starbucks
txn_4676437,user_1,2024-01-19,Transport,-189.32,Cash,Starbucks,Transport payment at Starbucks
txn_1288568,user_8,2024-06-27,Transport,-104.1,Debit Card,Landlord,Transport payment at Landlord
txn_4238160,user_14,2023-11-10,Healthcare,-86.69,Credit Card,School,Healthcare payment at School
txn_9340272,user_8,2024-08-12,Rent,-121.66,Debit Card,Hospital,Rent payment at Hospital
txn_1030257,user_6,2023-08-29,Utilities,-249.11,Transfer,Amazon,Utilities payment at Amazon
txn_2463062,user_20,2024-10-11,Groceries,-232.94,Credit Card,Uber,Groceries payment at Uber
txn_8956633,user_2,2023-05-08,Healthcare,-188.35,Debit Card,Walmart,Healthcare payment at Walmart
txn_8615893,user_14,2024-08-18,Rent,-422.22,Cash,Local Grocery,Rent payment at Local Grocery
txn_7879417,user_5,2024-09-28,Dining,-35.21,Credit Card,Netflix,Dining payment at Netflix
txn_6467274,user_2,2024-11-22,Interest,3503.13,Debit Card,Uber,Interest payment at Uber
txn_8093269,user_15,2023-05-27,Groceries,-283.84,Transfer,Amazon,Groceries payment at Amazon
txn_8413747,user_5,2024-07-04,Bonus,2891.24,Cash,School,Bonus payment at School
txn_4694990,user_16,2023-12-15,Entertainment,-190.29,Transfer,School,Entertainment payment at School
txn_1985617,user_16,2024-12-23,Bonus,2061.04,Credit Card,Hospital,Bonus payment at Hospital
txn_5816410,user_18,2024-03-05,Dining,-278.6,Debit Card,Landlord,Dining payment at Landlord
txn_4962339,user_14,2023-05-23,Savings Transfer,-437.65,Cash,School,Savings Transfer payment at School
txn_1925443,user_6,2024-01-26,Healthcare,-245.82,Credit Card,School,Healthcare payment at School
txn_5716220,user_20,2024-10-21,Salary,1480.88,Credit Card,Uber,Salary payment at Uber
txn_7549257,user_12,2023-10-05,Utilities,-376.47,Credit Card,Netflix,Utilities payment at Netflix
txn_3888252,user_15,2024-11-07,Education,-242.75,Debit Card,Uber,Education payment at Uber
txn_5509024,user_6,2023-09-26,Entertainment,-20.81,Transfer,Uber,Entertainment payment at Uber
txn_5371650,user_2,2024-09-15,Transport,-245.4,Cash,Walmart,Transport payment at Walmart
txn_1526560,user_1,2023-08-17,Dining,-404.03,Debit Card,Electric Company,Dining payment at Electric Company
txn_5258909,user_1,2024-01-08,Healthcare,-28.97,Transfer,Landlord,Healthcare payment at Landlord
txn_6026012,user_12,2024-10-21,Transport,-223.62,Cash,Landlord,Transport payment at Landlord
txn_6863502,user_1,2023-10-06,Entertainment,-224.1,Cash,Local Grocery,Entertainment payment at Local Grocery
txn_1897476,user_12,2023-10-31,Rent,-273.66,Transfer,Amazon,Rent payment at Amazon
txn_1802804,user_13,2023-06-28,Education,-233.2,Debit Card,Electric Company,Education payment at Electric Company
txn_2933028,user_5,2024-03-13,Rent,-492.93,Debit Card,Local Grocery,Rent payment at Local Grocery
txn_8440451,user_10,2024-11-03,Savings Transfer,-82.26,Transfer,Landlord,Savings Transfer payment at Landlord
txn_9143462,user_5,2024-02-10,Salary,2554.19,Debit Card,Local Grocery,Salary payment at Local Grocery
txn_7422312,user_6,2023-09-04,Entertainment,-79.43,Credit Card,Local Grocery,Entertainment payment at Local Grocery
txn_1760753,user_16,2024-04-15,Entertainment,-322.89,Credit Card,Starbucks,Entertainment payment at Starbucks
txn_1467258,user_6,2024-02-11,Groceries,-134.02,Debit Card,Amazon,Groceries payment at Amazon
txn_1393243,user_5,2023-06-02,Entertainment,-386.68,Credit Card,Hospital,Entertainment payment at Hospital
txn_4284425,user_14,2023-04-01,Education,-442.68,Credit Card,Netflix,Education payment at Netflix
txn_4247258,user_9,2023-05-27,Groceries,-283.23,Transfer,Landlord,Groceries payment at Landlord
txn_6115822,user_11,2024-02-02,Interest,3920.75,Debit Card,Landlord,Interest payment at Landlord
txn_7803731,user_7,2024-07-01,Bonus,4193.82,Transfer,Netflix,Bonus payment at Netflix
txn_5581710,user_2,2023-06-26,Bonus,2673.45,Cash,Walmart,Bonus payment at Walmart
txn_1575296,user_15,2024-03-09,Salary,1835.69,Debit Card,Starbucks,Salary payment at Starbucks
txn_3066219,user_6,2023-02-12,Interest,4656.54,Transfer,Netflix,Interest payment at Netflix
txn_5200204,user_17,2024-04-08,Rent,-447.22,Cash,School,Rent payment at School
txn_8893961,user_14,2023-03-25,Utilities,-385.31,Debit Card,Uber,Utilities payment at Uber
txn_2391259,user_13,2024-07-20,Salary,4858.56,Cash,Local Grocery,Salary payment at Local Grocery
txn_8220224,user_4,2023-07-05,Healthcare,-404.79,Transfer,Netflix,Healthcare payment at Netflix
txn_2007985,user_2,2024-08-07,Healthcare,-19.9,Transfer,School,Healthcare payment at School
txn_8525808,user_1,2023-02-27,Rent,-368.31,Debit Card,Netflix,Rent payment at Netflix
txn_4188098,user_2,2024-03-20,Transport,-307.03,Debit Card,School,Transport payment at School
txn_7084467,user_11,2024-08-16,Healthcare,-486.83,Cash,Local Grocery,Healthcare payment at Local Grocery
txn_1680939,user_19,2024-01-18,Entertainment,-26.75,Debit Card,Electric Company,Entertainment payment at Electric Company
txn_3291305,user_18,2023-02-01,Salary,1828.53,Transfer,Netflix,Salary payment at Netflix
txn_2586463,user_16,2024-07-17,Salary,4218.59,Cash,Walmart,Salary payment at Walmart
txn_6505693,user_2,2023-12-19,Groceries,-319.95,Transfer,Uber,Groceries payment at Uber
txn_1733127,user_9,2023-01-01,Groceries,-115.69,Transfer,Walmart,Groceries payment at Walmart
txn_3502510,user_8,2024-11-25,Dining,-299.73,Transfer,School,Dining payment at School
txn_9202249,user_19,2023-03-29,Utilities,-482.69,Credit Card,Starbucks,Utilities payment at Starbucks
txn_5446058,user_1,2023-07-28,Dining,-363.47,Transfer,Uber,Dining payment at Uber
txn_7015933,user_3,2023-09-20,Groceries,-439.71,Cash,Hospital,Groceries payment at Hospital
txn_7382915,user_9,2023-08-06,Entertainment,-139.95,Debit Card,Local Grocery,Entertainment payment at Local Grocery
txn_3715222,user_5,2024-04-04,Rent,-38.27,Credit Card,Uber,Rent payment at Uber
txn_3186532,user_2,2023-05-01,Utilities,-391.07,Cash,Hospital,Utilities payment at Hospital
txn_7034687,user_17,2024-06-29,Transport,-392.33,Credit Card,Electric Company,Transport payment at Electric Company
txn_5466913,user_9,2023-04-26,Healthcare,-206.55,Credit Card,Starbucks,Healthcare payment at Starbucks
txn_3947747,user_4,2024-03-25,Interest,1619.13,Transfer,School,Interest payment at School
txn_1581903,user_19,2023-04-23,Bonus,1003.33,Credit Card,Landlord,Bonus payment at Landlord
txn_6662787,user_15,2024-04-18,Healthcare,-192.3,Debit Card,Starbucks,Healthcare payment at Starbucks
txn_1233365,user_16,2024-04-16,Transport,-153.82,Transfer,Landlord,Transport payment at Landlord
txn_2706114,user_2,2024-07-16,Entertainment,-85.7,Cash,School,Entertainment payment at School
txn_1016515,user_5,2024-08-14,Groceries,-333.24,Transfer,School,Groceries payment at School
txn_5329513,user_7,2024-04-23,Utilities,-203.79,Credit Card,Amazon,Utilities payment at Amazon
txn_5709617,user_14,2024-11-29,Dining,-130.96,Transfer,Local Grocery,Dining payment at Local Grocery
txn_8836643,user_18,2024-06-13,Groceries,-16.92,Credit Card,Starbucks,Groceries payment at Starbucks
txn_8674325,user_9,2023-09-02,Dining,-288.41,Debit Card,Landlord,Dining payment at Landlord
txn_1212562,user_16,2024-04-30,Interest,3140.01,Debit Card,Hospital,Interest payment at Hospital
txn_6352325,user_7,2023-02-22,Education,-110.49,Transfer,Starbucks,Education payment at Starbucks
txn_2251177,user_11,2023-05-03,Savings Transfer,-218.54,Cash,Starbucks,Savings Transfer payment at Starbucks
txn_7306149,user_11,2023-09-18,Dining,-327.41,Debit Card,School,Dining payment at School
txn_9637610,user_4,2024-05-21,Transport,-369.36,Credit Card,School,Transport payment at School
txn_8022038,user_8,2023-05-23,Healthcare,-273.04,Transfer,Walmart,Healthcare payment at Walmart
txn_1074853,user_14,2023-02-09,Healthcare,-489.03,Transfer,Netflix,Healthcare payment at Netflix
txn_8245925,user_18,2024-10-11,Dining,-97.45,Transfer,Landlord,Dining payment at Landlord
txn_9043731,user_14,2023-11-13,Entertainment,-167.03,Credit Card,Electric Company,Entertainment payment at Electric Company
txn_4990794,user_11,2023-10-18,Groceries,-8.53,Transfer,Uber,Groceries payment at Uber
txn_9712699,user_3,2023-03-04,Bonus,4888.27,Cash,Amazon,Bonus payment at Amazon
txn_6472276,user_16,2023-05-16,Education,-158.82,Transfer,Starbucks,Education payment at Starbucks
txn_2410797,user_12,2023-04-25,Rent,-253.96,Credit Card,Amazon,Rent payment at Amazon
txn_9355573,user_17,2024-11-09,Rent,-290.67,Debit Card,School,Rent payment at School
txn_4538933,user_17,2023-09-04,Entertainment,-5.96,Credit Card,Starbucks,Entertainment payment at Starbucks
txn_6716373,user_5,2023-01-29,Groceries,-301.08,Transfer,Local Grocery,Groceries payment at Local Grocery
txn_8588338,user_4,2023-10-05,Healthcare,-35.16,Transfer,Starbucks,Healthcare payment at Starbucks
txn_7810248,user_7,2023-09-22,Healthcare,-402.18,Debit Card,Electric Company,Healthcare payment at Electric Company
txn_3345963,user_1,2024-01-05,Transport,-220.85,Credit Card,Walmart,Transport payment at Walmart
txn_4613580,user_4,2023-10-04,Transport,-102.5,Credit Card,School,Transport payment at School
txn_8383123,user_13,2024-12-05,Healthcare,-201.92,Transfer,Uber,Healthcare payment at Uber
txn_6001492,user_5,2023-08-24,Healthcare,-205.1,Cash,School,Healthcare payment at School
txn_9998715,user_9,2023-01-21,Entertainment,-411.81,Debit Card,Starbucks,Entertainment payment at Starbucks
txn_7438614,user_6,2024-06-23,Healthcare,-73.29,Cash,Local Grocery,Healthcare payment at Local Grocery
txn_4261278,user_17,2024-10-20,Groceries,-45.35,Cash,School,Groceries payment at School
txn_9759171,user_17,2024-06-09,Dining,-386.14,Credit Card,Walmart,Dining payment at Walmart
txn_1397214,user_3,2024-03-05,Dining,-102.04,Credit Card,Electric Company,Dining payment at Electric Company
txn_6538363,user_15,2023-02-15,Dining,-495.78,Transfer,Electric Company,Dining payment at Electric Company
txn_8048427,user_13,2023-01-26,Rent,-211.48,Transfer,Landlord,Rent payment at Landlord
txn_6110356,user_1,2023-04-14,Utilities,-230.68,Debit Card,Walmart,Utilities payment at Walmart
txn_4177927,user_7,2023-09-13,Healthcare,-163.84,Credit Card,Landlord,Healthcare payment at Landlord
txn_6532766,user_11,2023-05-19,Salary,1929.77,Cash,School,Salary payment at School
txn_8902479,user_4,2023-07-18,Groceries,-45.36,Credit Card,Uber,Groceries payment at Uber
txn_1750172,user_3,2023-08-25,Education,-225.06,Cash,Starbucks,Education payment at Starbucks
txn_7501681,user_14,2024-09-08,Savings Transfer,-452.72,Debit Card,Netflix,Savings Transfer payment at Netflix
txn_5522948,user_1,2023-07-05,Savings Transfer,-178.17,Credit Card,Amazon,Savings Transfer payment at Amazon
txn_3664938,user_15,2024-05-30,Dining,-48.62,Cash,Netflix,Dining payment at Netflix
txn_2250645,user_3,2023-01-13,Interest,1078.39,Debit Card,Walmart,Interest payment at Walmart
txn_7285878,user_4,2024-09-23,Dining,-343.87,Debit Card,Netflix,Dining payment at Netflix
txn_1322161,user_7,2024-10-20,Healthcare,-199.89,Cash,Landlord,Healthcare payment at Landlord
txn_7404203,user_8,2024-06-17,Entertainment,-214.79,Credit Card,School,Entertainment payment at School
txn_4862843,user_13,2024-12-06,Dining,-441.09,Credit Card,Electric Company,Dining payment at Electric Company
txn_6191218,user_17,2024-10-31,Utilities,-203.77,Cash,Uber,Utilities payment at Uber
txn_4089664,user_2,2023-12-05,Transport,-81.01,Transfer,Local Grocery,Transport payment at Local Grocery
txn_1537567,user_10,2024-07-12,Healthcare,-246.13,Transfer,Uber,Healthcare payment at Uber
txn_2442845,user_6,2024-04-27,Transport,-37.1,Credit Card,Amazon,Transport payment at Amazon
txn_9434455,user_16,2024-03-09,Salary,3281.63,Debit Card,Electric Company,Salary payment at Electric Company
txn_6392320,user_16,2024-03-07,Healthcare,-345.4,Cash,Walmart,Healthcare payment at Walmart
txn_3499342,user_6,2024-11-04,Dining,-444.22,Cash,Landlord,Dining payment at Landlord
txn_5587924,user_3,2023-10-25,Education,-166.62,Debit Card,School,Education payment at School
txn_8088852,user_19,2023-01-17,Utilities,-412.45,Debit Card,Walmart,Utilities payment at Walmart
txn_4226647,user_17,2023-03-12,Groceries,-225.36,Credit Card,Local Grocery,Groceries payment at Local Grocery
txn_2466676,user_18,2023-08-14,Education,-432.43,Credit Card,Walmart,Education payment at Walmart
txn_6862985,user_10,2024-11-11,Interest,1442.37,Transfer,Hospital,Interest payment at Hospital
txn_5397592,user_19,2023-05-14,Groceries,-221.43,Cash,School,Groceries payment at School
txn_6613610,user_8,2023-08-08,Healthcare,-393.12,Transfer,Netflix,Healthcare payment at Netflix
txn_1419704,user_7,2023-08-08,Rent,-482.55,Cash,School,Rent payment at School
txn_9716821,user_5,2023-05-20,Transport,-499.9,Transfer,Netflix,Transport payment at Netflix
txn_7772244,user_13,2023-04-14,Salary,1068.93,Cash,School,Salary payment at School
txn_5316713,user_13,2023-08-17,Entertainment,-90.77,Debit Card,Starbucks,Entertainment payment at Starbucks
txn_8851459,user_19,2024-09-07,Rent,-483.43,Credit Card,Starbucks,Rent payment at Starbucks
txn_7013457,user_1,2023-08-10,Rent,-295.71,Transfer,School,Rent payment at School
